,Time,Values
139,0.0695,2.7028348
140,0.07,2.693059629
141,0.0705,2.7028348
142,0.071,2.717497556
143,0.0715,2.717497556
144,0.072,2.712609971
145,0.0725,2.717497556
146,0.073,2.712609971
147,0.0735,2.717497556
148,0.074,2.717497556
149,0.0745,2.712609971
150,0.075,2.712609971
151,0.0755,2.722385142
152,0.076,2.741935484
153,0.0765,2.751710655
154,0.077,2.746823069
155,0.0775,2.737047898
156,0.078,2.727272727
157,0.0785,2.722385142
158,0.079,2.722385142
159,0.0795,2.722385142
160,0.08,2.727272727
161,0.0805,2.727272727
162,0.081,2.727272727
163,0.0815,2.722385142
164,0.082,2.707722385
165,0.0825,2.7028348
166,0.083,2.697947214
167,0.0835,2.678396872
168,0.084,2.683284457
169,0.0845,2.693059629
170,0.085,2.693059629
171,0.0855,2.697947214
172,0.086,2.712609971
173,0.0865,2.717497556
174,0.087,2.722385142
175,0.0875,2.722385142
176,0.088,2.707722385
177,0.0885,2.707722385
178,0.089,2.727272727
179,0.0895,2.741935484
180,0.09,2.737047898
181,0.0905,2.722385142
182,0.091,2.717497556
183,0.0915,2.722385142
184,0.092,2.727272727
185,0.0925,2.722385142
186,0.093,2.717497556
187,0.0935,2.717497556
188,0.094,2.727272727
189,0.0945,2.727272727
190,0.095,2.727272727
191,0.0955,2.727272727
192,0.096,2.727272727
193,0.0965,2.717497556
194,0.097,2.7028348
195,0.0975,2.697947214
196,0.098,2.707722385
197,0.0985,2.7028348
198,0.099,2.707722385
199,0.0995,2.717497556
200,0.1,2.707722385
201,0.1005,2.7028348
202,0.101,2.7028348
203,0.1015,2.693059629
204,0.102,2.693059629
205,0.1025,2.712609971
206,0.103,2.722385142
207,0.1035,2.722385142
208,0.104,2.712609971
209,0.1045,2.707722385
210,0.105,2.707722385
211,0.1055,2.717497556
212,0.106,2.722385142
213,0.1065,2.712609971
214,0.107,2.712609971
215,0.1075,2.722385142
216,0.108,2.732160313
217,0.1085,2.727272727
218,0.109,2.712609971
219,0.1095,2.707722385
220,0.11,2.707722385
221,0.1105,2.693059629
222,0.111,2.697947214
223,0.1115,2.7028348
224,0.112,2.697947214
225,0.1125,2.7028348
226,0.113,2.712609971
227,0.1135,2.712609971
228,0.114,2.712609971
229,0.1145,2.717497556
230,0.115,2.707722385
231,0.1155,2.7028348
232,0.116,2.712609971
233,0.1165,2.727272727
234,0.117,2.732160313
235,0.1175,2.732160313
236,0.118,2.727272727
237,0.1185,2.722385142
238,0.119,2.717497556
239,0.1195,2.707722385
240,0.12,2.7028348
241,0.1205,2.7028348
242,0.121,2.707722385
243,0.1215,2.707722385
244,0.122,2.717497556
245,0.1225,2.717497556
246,0.123,2.717497556
247,0.1235,2.712609971
248,0.124,2.697947214
249,0.1245,2.697947214
250,0.125,2.712609971
251,0.1255,2.707722385
252,0.126,2.712609971
253,0.1265,2.717497556
254,0.127,2.717497556
255,0.1275,2.717497556
256,0.128,2.717497556
257,0.1285,2.707722385
258,0.129,2.712609971
259,0.1295,2.732160313
260,0.13,2.741935484
261,0.1305,2.741935484
262,0.131,2.732160313
263,0.1315,2.732160313
264,0.132,2.732160313
265,0.1325,2.737047898
266,0.133,2.732160313
267,0.1335,2.727272727
268,0.134,2.727272727
269,0.1345,2.727272727
270,0.135,2.727272727
271,0.1355,2.732160313
272,0.136,2.737047898
273,0.1365,2.732160313
274,0.137,2.722385142
275,0.1375,2.707722385
276,0.138,2.707722385
277,0.1385,2.722385142
278,0.139,2.717497556
279,0.1395,2.717497556
280,0.14,2.722385142
281,0.1405,2.717497556
282,0.141,2.707722385
283,0.1415,2.7028348
284,0.142,2.7028348
285,0.1425,2.7028348
286,0.143,2.712609971
287,0.1435,2.717497556
288,0.144,2.722385142
289,0.1445,2.722385142
290,0.145,2.722385142
291,0.1455,2.727272727
292,0.146,2.732160313
293,0.1465,2.732160313
294,0.147,2.727272727
295,0.1475,2.717497556
296,0.148,2.707722385
297,0.1485,2.7028348
298,0.149,2.7028348
299,0.1495,2.693059629
300,0.15,2.693059629
301,0.1505,2.693059629
302,0.151,2.683284457
303,0.1515,2.693059629
304,0.152,2.712609971
305,0.1525,2.7028348
306,0.153,2.697947214
307,0.1535,2.7028348
308,0.154,2.707722385
309,0.1545,2.712609971
310,0.155,2.707722385
311,0.1555,2.697947214
312,0.156,2.707722385
313,0.1565,2.732160313
314,0.157,2.746823069
315,0.1575,2.741935484
316,0.158,2.732160313
317,0.1585,2.732160313
318,0.159,2.732160313
319,0.1595,2.727272727
320,0.16,2.727272727
321,0.1605,2.727272727
322,0.161,2.727272727
323,0.1615,2.732160313
324,0.162,2.737047898
325,0.1625,2.737047898
326,0.163,2.727272727
327,0.1635,2.717497556
328,0.164,2.707722385
329,0.1645,2.693059629
330,0.165,2.697947214
331,0.1655,2.717497556
332,0.166,2.712609971
333,0.1665,2.7028348
334,0.167,2.7028348
335,0.1675,2.7028348
336,0.168,2.712609971
337,0.1685,2.722385142
338,0.169,2.722385142
339,0.1695,2.722385142
340,0.17,2.737047898
341,0.1705,2.751710655
342,0.171,2.746823069
343,0.1715,2.732160313
344,0.172,2.722385142
345,0.1725,2.717497556
346,0.173,2.712609971
347,0.1735,2.712609971
348,0.174,2.722385142
349,0.1745,2.717497556
350,0.175,2.712609971
351,0.1755,2.722385142
352,0.176,2.737047898
353,0.1765,2.737047898
354,0.177,2.727272727
355,0.1775,2.707722385
356,0.178,2.693059629
357,0.1785,2.697947214
358,0.179,2.712609971
359,0.1795,2.707722385
360,0.18,2.7028348
361,0.1805,2.7028348
362,0.181,2.7028348
363,0.1815,2.712609971
364,0.182,2.717497556
365,0.1825,2.712609971
366,0.183,2.707722385
367,0.1835,2.717497556
368,0.184,2.732160313
369,0.1845,2.741935484
370,0.185,2.737047898
371,0.1855,2.732160313
372,0.186,2.727272727
373,0.1865,2.722385142
374,0.187,2.717497556
375,0.1875,2.722385142
376,0.188,2.727272727
377,0.1885,2.732160313
378,0.189,2.727272727
379,0.1895,2.722385142
380,0.19,2.712609971
381,0.1905,2.717497556
382,0.191,2.717497556
383,0.1915,2.7028348
384,0.192,2.707722385
385,0.1925,2.712609971
386,0.193,2.707722385
387,0.1935,2.7028348
388,0.194,2.7028348
389,0.1945,2.7028348
390,0.195,2.7028348
391,0.1955,2.707722385
392,0.196,2.693059629
393,0.1965,2.683284457
394,0.197,2.693059629
395,0.1975,2.707722385
396,0.198,2.717497556
397,0.1985,2.717497556
398,0.199,2.717497556
399,0.1995,2.712609971
400,0.2,2.707722385
401,0.2005,2.707722385
402,0.201,2.707722385
403,0.2015,2.707722385
404,0.202,2.707722385
405,0.2025,2.707722385
406,0.203,2.707722385
407,0.2035,2.707722385
408,0.204,2.707722385
409,0.2045,2.707722385
410,0.205,2.693059629
411,0.2055,2.7028348
412,0.206,2.717497556
413,0.2065,2.717497556
414,0.207,2.717497556
415,0.2075,2.727272727
416,0.208,2.722385142
417,0.2085,2.722385142
418,0.209,2.717497556
419,0.2095,2.707722385
420,0.21,2.707722385
421,0.2105,2.722385142
422,0.211,2.732160313
423,0.2115,2.737047898
424,0.212,2.732160313
425,0.2125,2.727272727
426,0.213,2.722385142
427,0.2135,2.717497556
428,0.214,2.717497556
429,0.2145,2.717497556
430,0.215,2.722385142
431,0.2155,2.727272727
432,0.216,2.732160313
433,0.2165,2.727272727
434,0.217,2.712609971
435,0.2175,2.7028348
436,0.218,2.697947214
437,0.2185,2.688172043
438,0.219,2.697947214
439,0.2195,2.717497556
440,0.22,2.722385142
441,0.2205,2.722385142
442,0.221,2.727272727
443,0.2215,2.717497556
444,0.222,2.712609971
445,0.2225,2.712609971
446,0.223,2.707722385
447,0.2235,2.707722385
448,0.224,2.717497556
449,0.2245,2.732160313
450,0.225,2.741935484
451,0.2255,2.737047898
452,0.226,2.737047898
453,0.2265,2.741935484
454,0.227,2.741935484
455,0.2275,2.741935484
456,0.228,2.737047898
457,0.2285,2.727272727
458,0.229,2.722385142
459,0.2295,2.727272727
460,0.23,2.722385142
461,0.2305,2.712609971
462,0.231,2.7028348
463,0.2315,2.707722385
464,0.232,2.7028348
465,0.2325,2.7028348
466,0.233,2.712609971
467,0.2335,2.707722385
468,0.234,2.712609971
469,0.2345,2.717497556
470,0.235,2.717497556
471,0.2355,2.722385142
472,0.236,2.727272727
473,0.2365,2.722385142
474,0.237,2.717497556
475,0.2375,2.727272727
476,0.238,2.732160313
477,0.2385,2.732160313
478,0.239,2.727272727
479,0.2395,2.732160313
480,0.24,2.732160313
481,0.2405,2.732160313
482,0.241,2.727272727
483,0.2415,2.722385142
484,0.242,2.722385142
485,0.2425,2.727272727
486,0.243,2.727272727
487,0.2435,2.717497556
488,0.244,2.707722385
489,0.2445,2.7028348
490,0.245,2.7028348
491,0.2455,2.7028348
492,0.246,2.712609971
493,0.2465,2.717497556
494,0.247,2.7028348
495,0.2475,2.697947214
496,0.248,2.7028348
497,0.2485,2.7028348
498,0.249,2.7028348
499,0.2495,2.712609971
500,0.25,2.707722385
501,0.2505,2.707722385
502,0.251,2.722385142
503,0.2515,2.737047898
504,0.252,2.737047898
505,0.2525,2.737047898
506,0.253,2.732160313
507,0.2535,2.722385142
508,0.254,2.722385142
509,0.2545,2.727272727
510,0.255,2.727272727
511,0.2555,2.722385142
512,0.256,2.717497556
513,0.2565,2.717497556
514,0.257,2.722385142
515,0.2575,2.712609971
516,0.258,2.7028348
517,0.2585,2.693059629
518,0.259,2.683284457
519,0.2595,2.693059629
520,0.26,2.707722385
521,0.2605,2.7028348
522,0.261,2.707722385
523,0.2615,2.717497556
524,0.262,2.717497556
525,0.2625,2.722385142
526,0.263,2.727272727
527,0.2635,2.722385142
528,0.264,2.727272727
529,0.2645,2.737047898
530,0.265,2.741935484
531,0.2655,2.737047898
532,0.266,2.732160313
533,0.2665,2.727272727
534,0.267,2.727272727
535,0.2675,2.727272727
536,0.268,2.732160313
537,0.2685,2.732160313
538,0.269,2.732160313
539,0.2695,2.727272727
540,0.27,2.722385142
541,0.2705,2.7028348
542,0.271,2.693059629
543,0.2715,2.697947214
544,0.272,2.697947214
545,0.2725,2.688172043
546,0.273,2.693059629
547,0.2735,2.7028348
548,0.274,2.697947214
549,0.2745,2.697947214
550,0.275,2.707722385
551,0.2755,2.712609971
552,0.276,2.712609971
553,0.2765,2.707722385
554,0.277,2.707722385
555,0.2775,2.712609971
556,0.278,2.727272727
557,0.2785,2.737047898
558,0.279,2.732160313
559,0.2795,2.722385142
560,0.28,2.717497556
561,0.2805,2.717497556
562,0.281,2.722385142
563,0.2815,2.722385142
564,0.282,2.732160313
565,0.2825,2.741935484
566,0.283,2.737047898
567,0.2835,2.722385142
568,0.284,2.717497556
569,0.2845,2.712609971
570,0.285,2.7028348
571,0.2855,2.693059629
572,0.286,2.673509286
573,0.2865,2.673509286
574,0.287,2.688172043
575,0.2875,2.688172043
576,0.288,2.693059629
577,0.2885,2.7028348
578,0.289,2.707722385
579,0.2895,2.712609971
580,0.29,2.712609971
581,0.2905,2.712609971
582,0.291,2.712609971
583,0.2915,2.732160313
584,0.292,2.737047898
585,0.2925,2.732160313
586,0.293,2.732160313
587,0.2935,2.737047898
588,0.294,2.746823069
589,0.2945,2.741935484
590,0.295,2.732160313
591,0.2955,2.727272727
592,0.296,2.727272727
593,0.2965,2.732160313
594,0.297,2.727272727
595,0.2975,2.727272727
596,0.298,2.732160313
597,0.2985,2.737047898
598,0.299,2.737047898
599,0.2995,2.717497556
600,0.3,2.7028348
601,0.3005,2.707722385
602,0.301,2.707722385
603,0.3015,2.7028348
604,0.302,2.697947214
605,0.3025,2.693059629
606,0.303,2.697947214
607,0.3035,2.707722385
608,0.304,2.707722385
609,0.3045,2.7028348
610,0.305,2.717497556
611,0.3055,2.727272727
612,0.306,2.727272727
613,0.3065,2.722385142
614,0.307,2.722385142
615,0.3075,2.727272727
616,0.308,2.732160313
617,0.3085,2.737047898
618,0.309,2.737047898
619,0.3095,2.732160313
620,0.31,2.727272727
621,0.3105,2.722385142
622,0.311,2.712609971
623,0.3115,2.712609971
624,0.312,2.712609971
625,0.3125,2.707722385
626,0.313,2.688172043
627,0.3135,2.683284457
628,0.314,2.697947214
629,0.3145,2.7028348
630,0.315,2.7028348
631,0.3155,2.707722385
632,0.316,2.7028348
633,0.3165,2.7028348
634,0.317,2.707722385
635,0.3175,2.7028348
636,0.318,2.697947214
637,0.3185,2.707722385
638,0.319,2.717497556
639,0.3195,2.717497556
640,0.32,2.712609971
641,0.3205,2.717497556
642,0.321,2.722385142
643,0.3215,2.717497556
644,0.322,2.717497556
645,0.3225,2.717497556
646,0.323,2.722385142
647,0.3235,2.722385142
648,0.324,2.722385142
649,0.3245,2.727272727
650,0.325,2.722385142
651,0.3255,2.712609971
652,0.326,2.7028348
653,0.3265,2.688172043
654,0.327,2.693059629
655,0.3275,2.712609971
656,0.328,2.712609971
657,0.3285,2.717497556
658,0.329,2.712609971
659,0.3295,2.707722385
660,0.33,2.712609971
661,0.3305,2.727272727
662,0.331,2.722385142
663,0.3315,2.722385142
664,0.332,2.737047898
665,0.3325,2.741935484
666,0.333,2.732160313
667,0.3335,2.727272727
668,0.334,2.727272727
669,0.3345,2.732160313
670,0.335,2.732160313
671,0.3355,2.727272727
672,0.336,2.732160313
673,0.3365,2.727272727
674,0.337,2.717497556
675,0.3375,2.722385142
676,0.338,2.727272727
677,0.3385,2.727272727
678,0.339,2.717497556
679,0.3395,2.717497556
680,0.34,2.707722385
681,0.3405,2.707722385
682,0.341,2.722385142
683,0.3415,2.717497556
684,0.342,2.712609971
685,0.3425,2.712609971
686,0.343,2.707722385
687,0.3435,2.707722385
688,0.344,2.717497556
689,0.3445,2.717497556
690,0.345,2.717497556
691,0.3455,2.727272727
692,0.346,2.737047898
693,0.3465,2.732160313
694,0.347,2.722385142
695,0.3475,2.717497556
696,0.348,2.712609971
697,0.3485,2.712609971
698,0.349,2.717497556
699,0.3495,2.722385142
700,0.35,2.722385142
701,0.3505,2.722385142
702,0.351,2.722385142
703,0.3515,2.722385142
704,0.352,2.712609971
705,0.3525,2.707722385
706,0.353,2.7028348
707,0.3535,2.683284457
708,0.354,2.683284457
709,0.3545,2.7028348
710,0.355,2.707722385
711,0.3555,2.712609971
712,0.356,2.712609971
713,0.3565,2.712609971
714,0.357,2.717497556
715,0.3575,2.722385142
716,0.358,2.717497556
717,0.3585,2.717497556
718,0.359,2.732160313
719,0.3595,2.746823069
720,0.36,2.746823069
721,0.3605,2.732160313
722,0.361,2.727272727
723,0.3615,2.727272727
724,0.362,2.732160313
725,0.3625,2.737047898
726,0.363,2.737047898
727,0.3635,2.741935484
728,0.364,2.737047898
729,0.3645,2.732160313
730,0.365,2.722385142
731,0.3655,2.7028348
732,0.366,2.7028348
733,0.3665,2.707722385
734,0.367,2.693059629
735,0.3675,2.688172043
736,0.368,2.697947214
737,0.3685,2.693059629
738,0.369,2.693059629
739,0.3695,2.697947214
740,0.37,2.693059629
741,0.3705,2.693059629
742,0.371,2.697947214
743,0.3715,2.683284457
744,0.372,2.683284457
745,0.3725,2.693059629
746,0.373,2.707722385
747,0.3735,2.722385142
748,0.374,2.722385142
749,0.3745,2.722385142
750,0.375,2.722385142
751,0.3755,2.727272727
752,0.376,2.727272727
753,0.3765,2.732160313
754,0.377,2.732160313
755,0.3775,2.737047898
756,0.378,2.737047898
757,0.3785,2.732160313
758,0.379,2.722385142
759,0.3795,2.717497556
760,0.38,2.7028348
761,0.3805,2.688172043
762,0.381,2.7028348
763,0.3815,2.717497556
764,0.382,2.707722385
765,0.3825,2.7028348
766,0.383,2.7028348
767,0.3835,2.697947214
768,0.384,2.7028348
769,0.3845,2.707722385
770,0.385,2.7028348
771,0.3855,2.7028348
772,0.386,2.712609971
773,0.3865,2.722385142
774,0.387,2.722385142
775,0.3875,2.727272727
776,0.388,2.732160313
777,0.3885,2.741935484
778,0.389,2.741935484
779,0.3895,2.732160313
780,0.39,2.722385142
781,0.3905,2.712609971
782,0.391,2.712609971
783,0.3915,2.712609971
784,0.392,2.717497556
785,0.3925,2.722385142
786,0.393,2.722385142
787,0.3935,2.707722385
788,0.394,2.693059629
789,0.3945,2.693059629
790,0.395,2.707722385
791,0.3955,2.707722385
792,0.396,2.712609971
793,0.3965,2.717497556
794,0.397,2.712609971
795,0.3975,2.717497556
796,0.398,2.717497556
797,0.3985,2.712609971
798,0.399,2.707722385
799,0.3995,2.722385142
800,0.4,2.737047898
801,0.4005,2.741935484
802,0.401,2.737047898
803,0.4015,2.732160313
804,0.402,2.732160313
805,0.4025,2.737047898
806,0.403,2.732160313
807,0.4035,2.727272727
808,0.404,2.727272727
809,0.4045,2.732160313
810,0.405,2.727272727
811,0.4055,2.717497556
812,0.406,2.712609971
813,0.4065,2.712609971
814,0.407,2.7028348
815,0.4075,2.693059629
816,0.408,2.7028348
817,0.4085,2.717497556
818,0.409,2.712609971
819,0.4095,2.712609971
820,0.41,2.717497556
821,0.4105,2.722385142
822,0.411,2.722385142
823,0.4115,2.722385142
824,0.412,2.717497556
825,0.4125,2.722385142
826,0.413,2.727272727
827,0.4135,2.727272727
828,0.414,2.727272727
829,0.4145,2.727272727
830,0.415,2.732160313
831,0.4155,2.727272727
832,0.416,2.727272727
833,0.4165,2.732160313
834,0.417,2.732160313
835,0.4175,2.727272727
836,0.418,2.717497556
837,0.4185,2.717497556
838,0.419,2.722385142
839,0.4195,2.717497556
840,0.42,2.722385142
841,0.4205,2.722385142
842,0.421,2.707722385
843,0.4215,2.7028348
844,0.422,2.707722385
845,0.4225,2.7028348
846,0.423,2.7028348
847,0.4235,2.707722385
848,0.424,2.707722385
849,0.4245,2.712609971
850,0.425,2.717497556
851,0.4255,2.707722385
852,0.426,2.7028348
853,0.4265,2.722385142
854,0.427,2.741935484
855,0.4275,2.741935484
856,0.428,2.732160313
857,0.4285,2.722385142
858,0.429,2.712609971
859,0.4295,2.717497556
860,0.43,2.722385142
861,0.4305,2.722385142
862,0.431,2.707722385
863,0.4315,2.707722385
864,0.432,2.712609971
865,0.4325,2.717497556
866,0.433,2.717497556
867,0.4335,2.707722385
868,0.434,2.707722385
869,0.4345,2.693059629
870,0.435,2.7028348
871,0.4355,2.712609971
872,0.436,2.697947214
873,0.4365,2.697947214
874,0.437,2.707722385
875,0.4375,2.717497556
876,0.438,2.717497556
877,0.4385,2.717497556
878,0.439,2.712609971
879,0.4395,2.712609971
880,0.44,2.722385142
881,0.4405,2.727272727
882,0.441,2.727272727
883,0.4415,2.727272727
884,0.442,2.732160313
885,0.4425,2.732160313
886,0.443,2.732160313
887,0.4435,2.732160313
888,0.444,2.732160313
889,0.4445,2.727272727
890,0.445,2.722385142
891,0.4455,2.712609971
892,0.446,2.707722385
893,0.4465,2.707722385
894,0.447,2.707722385
895,0.4475,2.707722385
896,0.448,2.697947214
897,0.4485,2.7028348
898,0.449,2.717497556
899,0.4495,2.712609971
900,0.45,2.717497556
901,0.4505,2.727272727
902,0.451,2.722385142
903,0.4515,2.722385142
904,0.452,2.722385142
905,0.4525,2.717497556
906,0.453,2.717497556
907,0.4535,2.732160313
908,0.454,2.741935484
909,0.4545,2.732160313
910,0.455,2.727272727
911,0.4555,2.727272727
912,0.456,2.732160313
913,0.4565,2.727272727
914,0.457,2.727272727
915,0.4575,2.722385142
916,0.458,2.712609971
917,0.4585,2.712609971
918,0.459,2.722385142
919,0.4595,2.722385142
920,0.46,2.717497556
921,0.4605,2.717497556
922,0.461,2.707722385
923,0.4615,2.693059629
924,0.462,2.693059629
925,0.4625,2.7028348
926,0.463,2.697947214
927,0.4635,2.7028348
928,0.464,2.707722385
929,0.4645,2.707722385
930,0.465,2.707722385
931,0.4655,2.712609971
932,0.466,2.707722385
933,0.4665,2.7028348
934,0.467,2.707722385
935,0.4675,2.707722385
936,0.468,2.707722385
937,0.4685,2.707722385
938,0.469,2.712609971
939,0.4695,2.712609971
940,0.47,2.707722385
941,0.4705,2.7028348
942,0.471,2.707722385
943,0.4715,2.712609971
944,0.472,2.717497556
945,0.4725,2.717497556
946,0.473,2.722385142
947,0.4735,2.717497556
948,0.474,2.712609971
949,0.4745,2.7028348
950,0.475,2.683284457
951,0.4755,2.693059629
952,0.476,2.707722385
953,0.4765,2.712609971
954,0.477,2.717497556
955,0.4775,2.727272727
956,0.478,2.722385142
957,0.4785,2.717497556
958,0.479,2.722385142
959,0.4795,2.717497556
960,0.48,2.717497556
961,0.4805,2.727272727
962,0.481,2.732160313
963,0.4815,2.737047898
964,0.482,2.732160313
965,0.4825,2.727272727
966,0.483,2.717497556
967,0.4835,2.712609971
968,0.484,2.712609971
969,0.4845,2.717497556
970,0.485,2.717497556
971,0.4855,2.722385142
972,0.486,2.717497556
973,0.4865,2.712609971
974,0.487,2.7028348
975,0.4875,2.697947214
976,0.488,2.7028348
977,0.4885,2.7028348
978,0.489,2.707722385
979,0.4895,2.717497556
980,0.49,2.707722385
981,0.4905,2.707722385
982,0.491,2.717497556
983,0.4915,2.717497556
984,0.492,2.717497556
985,0.4925,2.712609971
986,0.493,2.7028348
987,0.4935,2.7028348
988,0.494,2.717497556
989,0.4945,2.727272727
990,0.495,2.732160313
991,0.4955,2.732160313
992,0.496,2.732160313
993,0.4965,2.732160313
994,0.497,2.732160313
995,0.4975,2.737047898
996,0.498,2.737047898
997,0.4985,2.737047898
998,0.499,2.737047898
999,0.4995,2.737047898
1000,0.5,2.727272727
1001,0.5005,2.717497556
1002,0.501,2.712609971
1003,0.5015,2.707722385
1004,0.502,2.688172043
1005,0.5025,2.688172043
1006,0.503,2.7028348
1007,0.5035,2.707722385
1008,0.504,2.7028348
1009,0.5045,2.712609971
1010,0.505,2.712609971
1011,0.5055,2.712609971
1012,0.506,2.722385142
1013,0.5065,2.722385142
1014,0.507,2.727272727
1015,0.5075,2.737047898
1016,0.508,2.741935484
1017,0.5085,2.737047898
1018,0.509,2.727272727
1019,0.5095,2.722385142
1020,0.51,2.717497556
1021,0.5105,2.717497556
1022,0.511,2.717497556
1023,0.5115,2.722385142
1024,0.512,2.722385142
1025,0.5125,2.722385142
1026,0.513,2.712609971
1027,0.5135,2.722385142
1028,0.514,2.727272727
1029,0.5145,2.717497556
1030,0.515,2.7028348
1031,0.5155,2.678396872
1032,0.516,2.678396872
1033,0.5165,2.697947214
1034,0.517,2.697947214
1035,0.5175,2.697947214
1036,0.518,2.697947214
1037,0.5185,2.693059629
1038,0.519,2.688172043
1039,0.5195,2.693059629
1040,0.52,2.697947214
1041,0.5205,2.707722385
1042,0.521,2.717497556
1043,0.5215,2.722385142
1044,0.522,2.722385142
1045,0.5225,2.717497556
1046,0.523,2.717497556
1047,0.5235,2.717497556
1048,0.524,2.717497556
1049,0.5245,2.717497556
1050,0.525,2.722385142
1051,0.5255,2.727272727
1052,0.526,2.727272727
1053,0.5265,2.722385142
1054,0.527,2.717497556
1055,0.5275,2.712609971
1056,0.528,2.712609971
1057,0.5285,2.707722385
1058,0.529,2.693059629
1059,0.5295,2.693059629
1060,0.53,2.707722385
1061,0.5305,2.717497556
1062,0.531,2.722385142
1063,0.5315,2.722385142
1064,0.532,2.712609971
1065,0.5325,2.712609971
1066,0.533,2.717497556
1067,0.5335,2.712609971
1068,0.534,2.712609971
1069,0.5345,2.717497556
1070,0.535,2.722385142
1071,0.5355,2.722385142
1072,0.536,2.722385142
1073,0.5365,2.732160313
1074,0.537,2.732160313
1075,0.5375,2.732160313
1076,0.538,2.727272727
1077,0.5385,2.727272727
1078,0.539,2.727272727
1079,0.5395,2.722385142
1080,0.54,2.717497556
1081,0.5405,2.717497556
1082,0.541,2.722385142
1083,0.5415,2.727272727
1084,0.542,2.727272727
1085,0.5425,2.712609971
1086,0.543,2.707722385
1087,0.5435,2.717497556
1088,0.544,2.717497556
1089,0.5445,2.712609971
1090,0.545,2.717497556
1091,0.5455,2.717497556
1092,0.546,2.722385142
1093,0.5465,2.722385142
1094,0.547,2.722385142
1095,0.5475,2.722385142
1096,0.548,2.732160313
1097,0.5485,2.737047898
1098,0.549,2.737047898
1099,0.5495,2.737047898
1100,0.55,2.737047898
1101,0.5505,2.732160313
1102,0.551,2.737047898
1103,0.5515,2.737047898
1104,0.552,2.732160313
1105,0.5525,2.727272727
1106,0.553,2.727272727
1107,0.5535,2.727272727
1108,0.554,2.717497556
1109,0.5545,2.712609971
