Time,Values
0.1155,0.040238457
0.116,0.042326704
0.1165,0.032316727
0.117,0.034057438
0.1175,0.033715589
0.118,0.044648951
0.1185,0.041259423
0.119,0.039111022
0.1195,0.030608214
0.12,0.031443476
0.1205,0.025496003
0.121,0.024437327
0.1215,0.01547931
0.122,0.017509599
0.1225,0.014443359
0.123,0.01443378
0.1235,0.005689972
0.124,-0.001973958
0.1245,-0.015381733
0.125,-0.023035905
0.1255,-0.027006555
0.126,-0.017002787
0.1265,-0.01303475
0.127,-0.009061064
0.1275,-0.012346759
0.128,-0.006773763
0.1285,1.28433E-05
0.129,0.01247631
0.1295,0.017742213
0.13,0.024812285
0.1305,0.025480317
0.131,0.025783584
0.1315,0.022448178
0.132,0.019827029
0.1325,0.01444972
0.133,0.017225887
0.1335,0.023322988
0.134,0.032600547
0.1345,0.029720187
0.135,0.023114735
0.1355,0.013363132
0.136,0.010565101
0.1365,0.000872
0.137,-0.005620551
0.1375,-0.011874967
0.138,-0.00910793
0.1385,-0.011930391
0.139,-0.01110436
0.1395,-0.018812355
0.14,-0.02582713
0.1405,-0.041297975
0.141,-0.051808031
0.1415,-0.06185932
0.142,-0.055219226
0.1425,-0.048890941
0.143,-0.034242287
0.1435,-0.027180316
0.144,-0.01695646
0.1445,-0.021100035
0.145,-0.023115949
0.1455,-0.031922359
0.146,-0.03215442
0.1465,-0.030841185
0.147,-0.014381983
0.1475,-0.0026921
0.148,0.008678502
0.1485,0.009303509
0.149,0.012739215
0.1495,0.012637339
0.15,0.018578597
0.1505,0.018079409
0.151,0.017134594
0.1515,0.011313237
0.152,0.009065329
0.1525,0.006332014
0.153,0.005599511
0.1535,0.004293501
0.154,0.000507156
0.1545,-0.007420979
0.155,-0.014170522
0.1555,-0.014634022
0.156,-0.013653482
0.1565,-0.008930462
0.157,-0.008127992
0.1575,-0.010496297
0.158,-0.021359076
0.1585,-0.023575384
0.159,-0.028778284
0.1595,-0.024377963
0.16,-0.025383805
0.1605,-0.015358522
0.161,-0.013741428
0.1615,-0.002171451
0.162,-0.001949446
0.1625,0.002666892
0.163,-0.010559327
0.1635,-0.012475659
0.164,-0.022146844
0.1645,-0.010800821
0.165,-0.012485555
0.1655,-0.000672262
0.166,-0.002864479
0.1665,0.007107898
0.167,-0.001470951
0.1675,0.002159664
0.168,-0.00936694
0.1685,-0.001308352
0.169,8.34611E-06
0.1695,0.017205414
0.17,0.013863613
0.1705,0.027343684
0.171,0.026491514
0.1715,0.041683571
0.172,0.037513855
0.1725,0.039027335
0.173,0.02117529
0.1735,0.022559909
0.174,0.020719701
0.1745,0.036349888
0.175,0.03286821
0.1755,0.034674827
0.176,0.022842556
0.1765,0.02441563
0.177,0.019922344
0.1775,0.024679854
0.178,0.014299816
0.1785,0.00930914
0.179,-0.000908303
0.1795,0.000683285
0.18,-0.001401623
0.1805,0.003249911
0.181,0.00233212
0.1815,0.001281992
0.182,0.001789545
0.1825,0.00915688
0.183,0.012822733
0.1835,0.013555492
0.184,0.01298584
0.1845,0.01201106
0.185,0.019584325
0.1855,0.028697784
0.186,0.039260158
0.1865,0.041352983
0.187,0.0471508
0.1875,0.048878639
0.188,0.055764485
0.1885,0.053529071
0.189,0.058925262
0.1895,0.053662457
0.19,0.051188
0.1905,0.036569743
0.191,0.03291049
0.1915,0.022718455
0.192,0.023721218
0.1925,0.013916511
0.193,0.017455926
0.1935,0.007226061
0.194,0.0063129
0.1945,-0.010161706
0.195,-0.016982417
0.1955,-0.033958737
0.196,-0.028893777
0.1965,-0.032027631
0.197,-0.019337831
0.1975,-0.02345838
0.198,-0.015181481
0.1985,-0.022701157
0.199,-0.011453333
0.1995,-0.020453866
0.2,-0.020434309
0.2005,-0.034300616
0.201,-0.02737211
0.2015,-0.033777651
0.202,-0.02389221
0.2025,-0.030698992
0.203,-0.02207214
0.2035,-0.027500826
0.204,-0.020778061
0.2045,-0.027634747
0.205,-0.016444887
0.2055,-0.021681198
0.206,-0.018690339
0.2065,-0.033674309
0.207,-0.033252018
0.2075,-0.043122778
0.208,-0.03612652
0.2085,-0.044090762
0.209,-0.040380655
0.2095,-0.049849004
0.21,-0.044814991
0.2105,-0.047750337
0.211,-0.035998513
0.2115,-0.033437399
0.212,-0.01901717
0.2125,-0.010096733
0.213,0.005999748
0.2135,0.007469195
0.214,0.018435634
0.2145,0.021220351
0.215,0.028867448
0.2155,0.023129932
0.216,0.023361822
0.2165,0.014416133
0.217,0.012569296
0.2175,0.006656088
0.218,0.007560011
0.2185,0.004527581
0.219,0.00548423
0.2195,0.003063366
0.22,0.005328677
0.2205,0.001782434
0.221,-0.000250735
0.2215,-0.005487565
0.222,-0.012769731
0.2225,-0.014986012
0.223,-0.003881487
0.2235,0.01008452
0.224,0.01607748
0.2245,0.015244083
0.225,0.0124979
0.2255,0.012881775
0.226,0.014970384
0.2265,0.01643667
0.227,0.012334688
0.2275,0.013157651
0.228,0.01958476
0.2285,0.029646487
0.229,0.03227231
0.2295,0.032836525
0.23,0.035035439
0.2305,0.040926267
0.231,0.040993692
0.2315,0.031706148
0.232,0.018841009
0.2325,0.011959524
0.233,0.011044686
0.2335,0.016541967
0.234,0.022271669
0.2345,0.024432598
0.235,0.025497715
0.2355,0.023444631
0.236,0.019815604
0.2365,0.018739511
0.237,0.019074852
0.2375,0.016722127
0.238,0.01505176
0.2385,0.010075869
0.239,0.00863612
0.2395,0.005642283
0.24,-0.000475965
0.2405,-0.012318378
0.241,-0.011655142
0.2415,-0.003086518
0.242,0.010386654
0.2425,0.011443912
0.243,0.012387718
0.2435,0.010566113
0.244,0.017437542
0.2445,0.019831083
0.245,0.028767051
0.2455,0.027195441
0.246,0.028151042
0.2465,0.02031585
0.247,0.021115951
0.2475,0.012018552
0.248,0.006218713
0.2485,-0.011276359
0.249,-0.019465447
0.2495,-0.027605856
0.25,-0.019571404
0.2505,-0.019746776
0.251,-0.016550085
0.2515,-0.018605009
0.252,-0.01474438
0.2525,-0.020221124
0.253,-0.021104493
0.2535,-0.029188911
0.254,-0.027937776
0.2545,-0.027923978
0.255,-0.014749078
0.2555,-0.006389552
0.256,0.002467737
0.2565,-0.000874903
0.257,-0.005742412
0.2575,-0.015636972
0.258,-0.018015403
0.2585,-0.020306888
0.259,-0.024965565
0.2595,-0.034713682
0.26,-0.040118394
0.2605,-0.043238881
0.261,-0.041466809
0.2615,-0.038672651
0.262,-0.042300529
0.2625,-0.053159418
0.263,-0.060928841
0.2635,-0.054337339
0.264,-0.045200902
0.2645,-0.038865351
0.265,-0.038982847
0.2655,-0.038128993
0.266,-0.038360157
0.2665,-0.031289622
0.267,-0.025085615
0.2675,-0.010913777
0.268,0.004084814
0.2685,0.019546415
0.269,0.02350661
0.2695,0.025960742
0.27,0.022471297
0.2705,0.027516317
0.271,0.025767782
0.2715,0.023128422
0.272,0.009763239
0.2725,0.004208346
0.273,0.001410678
0.2735,0.008647592
0.274,0.008585753
0.2745,0.011871028
0.275,0.014043024
0.2755,0.023084972
0.276,0.016278656
0.2765,0.006522635
0.277,-0.001379146
0.2775,0.002169327
0.278,0.004927984
0.2785,0.011331238
0.279,0.014379875
0.2795,0.018490515
0.28,0.01640503
0.2805,0.011593416
0.281,0.00650932
0.2815,0.012455376
0.282,0.022568166
0.2825,0.028947303
0.283,0.027862241
0.2835,0.027621745
0.284,0.03294576
0.2845,0.038136751
0.285,0.04343479
0.2855,0.045700354
0.286,0.052443024
0.2865,0.051612883
0.287,0.050416173
0.2875,0.040677873
0.288,0.04074037
0.2885,0.037775965
0.289,0.034724666
0.2895,0.017322267
0.29,0.010170524
0.2905,0.005145683
0.291,0.015326307
0.2915,0.019073976
0.292,0.0315063
0.2925,0.028116331
0.293,0.033685374
0.2935,0.027674389
0.294,0.035708343
0.2945,0.026771525
0.295,0.033331989
0.2955,0.03195575
0.296,0.047680859
0.2965,0.042202894
0.297,0.047441386
0.2975,0.03424239
0.298,0.036980327
0.2985,0.022337779
0.299,0.026135422
0.2995,0.013713744
0.3,0.019241666
0.3005,0.009727248
0.301,0.026451417
0.3015,0.025948545
0.302,0.040644095
0.3025,0.026351365
0.303,0.02330529
0.3035,0.002074846
0.304,0.010176034
0.3045,0.002035881
0.305,0.009874405
0.3055,-0.003529411
0.306,0.005330606
0.3065,-0.005356002
0.307,0.002710449
0.3075,-0.014721306
0.308,-0.015308437
0.3085,-0.02904542
0.309,-0.011071392
0.3095,-0.011447617
0.31,0.000658763
0.3105,-0.012887651
0.311,-0.009457562
0.3115,-0.024812289
0.312,-0.019357451
0.3125,-0.032055074
0.313,-0.024704317
0.3135,-0.032005051
0.314,-0.021065956
0.3145,-0.027783459
0.315,-0.021967558
0.3155,-0.034490373
0.316,-0.031447496
0.3165,-0.043750151
0.317,-0.041309954
0.3175,-0.048158665
0.318,-0.036251249
0.3185,-0.034019005
0.319,-0.021817235
0.3195,-0.02669185
0.32,-0.025974308
0.3205,-0.035105795
0.321,-0.034390838
0.3215,-0.042518323
0.322,-0.036705218
0.3225,-0.034991755
0.323,-0.029797927
0.3235,-0.037446469
0.324,-0.040754603
0.3245,-0.0451624
0.325,-0.040003011
0.3255,-0.034047115
0.326,-0.024230989
0.3265,-0.025486821
0.327,-0.032270105
0.3275,-0.042548982
0.328,-0.046589518
0.3285,-0.045478059
0.329,-0.039200699
0.3295,-0.035561816
0.33,-0.038003811
0.3305,-0.044506523
0.331,-0.043192346
0.3315,-0.037133119
0.332,-0.030006891
0.3325,-0.025508896
0.333,-0.022056395
0.3335,-0.013549085
0.334,-0.00336217
0.3345,0.006688432
0.335,0.011919585
0.3355,0.020072824
0.336,0.028570673
0.3365,0.035965747
0.337,0.035912823
0.3375,0.031968897
0.338,0.026659125
0.3385,0.02748537
0.339,0.031682487
0.3395,0.039180459
0.34,0.044992655
0.3405,0.046623701
0.341,0.042929964
0.3415,0.041987872
0.342,0.041001161
0.3425,0.03889299
0.343,0.034183684
0.3435,0.022940756
0.344,0.016623208
0.3445,0.018629425
0.345,0.029646846
0.3455,0.035474079
0.346,0.040533924
0.3465,0.037398095
0.347,0.038545659
0.3475,0.040245484
0.348,0.045924524
0.3485,0.044169796
0.349,0.045464426
0.3495,0.044025614
0.35,0.047965267
0.3505,0.041956691
0.351,0.040757826
0.3515,0.030666107
0.352,0.02973699
0.3525,0.020172572
0.353,0.021323588
0.3535,0.0164319
0.354,0.028228255
0.3545,0.030620619
0.355,0.041454501
0.3555,0.032587048
0.356,0.033975789
0.3565,0.021969345
0.357,0.02009686
0.3575,0.005088736
0.358,0.010703472
0.3585,0.006528839
0.359,0.020919783
0.3595,0.020540391
0.36,0.0303205
0.3605,0.020709493
0.361,0.027686669
0.3615,0.020473065
0.362,0.028204761
0.3625,0.023905233
0.363,0.035010217
0.3635,0.023784715
0.364,0.020358299
0.3645,0.002356547
0.365,0.007153424
0.3655,-0.00074634
0.366,0.008963948
0.3665,0.005715856
0.367,0.017051905
0.3675,0.010670816
0.368,0.011386612
0.3685,-0.004930352
0.369,0.000206902
0.3695,-0.005290992
0.37,-0.001010402
0.3705,-0.016398658
0.371,-0.016245645
0.3715,-0.020552185
0.372,-0.016783224
0.3725,-0.02569093
0.373,-0.022937392
0.3735,-0.024586745
0.374,-0.013559107
0.3745,-0.015428073
0.375,-0.018040266
0.3755,-0.032110596
0.376,-0.034534028
0.3765,-0.033233578
0.377,-0.026145656
0.3775,-0.024875843
0.378,-0.023824246
0.3785,-0.028121971
0.379,-0.033660293
0.3795,-0.040576361
0.38,-0.042791746
0.3805,-0.042614583
0.381,-0.04551149
0.3815,-0.048327479
0.382,-0.054591307
0.3825,-0.059155263
0.383,-0.065144875
0.3835,-0.066103033
0.384,-0.074288006
0.3845,-0.071426892
0.385,-0.067883818
0.3855,-0.058779143
0.386,-0.058006412
0.3865,-0.045914017
0.387,-0.04294531
0.3875,-0.03597
0.388,-0.042340131
0.3885,-0.040044472
0.389,-0.045983399
0.3895,-0.037124691
0.39,-0.038415176
0.3905,-0.030949853
0.391,-0.038113143
0.3915,-0.029229883
0.392,-0.026395079
0.3925,-0.010350562
0.393,-0.01291259
0.3935,-0.004690726
0.394,-0.009199003
0.3945,0.001023368
0.395,-0.003554928
0.3955,0.000443512
0.396,-0.010955627
0.3965,-0.005946545
0.397,-0.014312553
0.3975,-0.009790723
0.398,-0.013962085
0.3985,-0.00118517
0.399,0.000916687
0.3995,0.017652208
0.4,0.027341927
0.4005,0.046180033
0.401,0.045936925
0.4015,0.052205636
0.402,0.04431355
0.4025,0.046300938
0.403,0.042937818
0.4035,0.054284671
0.404,0.055455628
0.4045,0.063712917
0.405,0.063654709
0.4055,0.075275743
0.406,0.078795286
0.4065,0.087059606
0.407,0.081999907
0.4075,0.085122675
0.408,0.083667772
0.4085,0.092893535
0.409,0.094701321
0.4095,0.099439277
0.41,0.092194151
0.4105,0.087820335
0.411,0.073430374
0.4115,0.061617411
0.412,0.049052204
0.4125,0.042258704
0.413,0.033404039
0.4135,0.032691901
0.414,0.029703058
0.4145,0.032194705
0.415,0.027718878
0.4155,0.025007408
0.416,0.018235754
0.4165,0.020708997
0.417,0.022848937
0.4175,0.024984918
0.418,0.020955406
0.4185,0.01987618
0.419,0.016250314
0.4195,0.016613817
0.42,0.011641535
0.4205,0.00733286
0.421,-0.001751327
0.4215,-0.007512164
0.422,-0.020167479
0.4225,-0.031509509
0.423,-0.045442543
0.4235,-0.054020558
0.424,-0.061898894
0.4245,-0.066894538
0.425,-0.075921748
0.4255,-0.076605258
0.426,-0.074153264
0.4265,-0.066707804
0.427,-0.06011204
0.4275,-0.053702992
0.428,-0.058758822
0.4285,-0.062547604
0.429,-0.068782498
0.4295,-0.070584299
0.43,-0.070786679
0.4305,-0.066509408
0.431,-0.067667136
0.4315,-0.065512471
0.432,-0.062800497
0.4325,-0.054781424
0.433,-0.0528673
0.4335,-0.05154923
0.434,-0.053625511
0.4345,-0.052230768
0.435,-0.048294279
0.4355,-0.040504429
0.436,-0.03784474
0.4365,-0.039527273
0.437,-0.041613301
0.4375,-0.039981998
0.438,-0.045137218
0.4385,-0.048132221
0.439,-0.04238026
0.4395,-0.02964027
0.44,-0.014781597
0.4405,-0.00116729
0.441,0.008109305
0.4415,0.010933582
0.442,0.013104302
0.4425,0.014015919
0.443,0.014633143
0.4435,0.013737881
0.444,0.015278026
0.4445,0.014389339
0.445,0.017000776
0.4455,0.021911751
0.446,0.026131157
0.4465,0.024285203
0.447,0.022603531
0.4475,0.019118561
0.448,0.022780922
0.4485,0.025814171
0.449,0.032869434
0.4495,0.040312746
0.45,0.046676955
0.4505,0.047918235
0.451,0.047996506
0.4515,0.043833707
0.452,0.040820437
0.4525,0.04662771
0.453,0.058798822
0.4535,0.069744252
0.454,0.076000617
0.4545,0.07845943
0.455,0.074951483
0.4555,0.07467212
0.456,0.075516529
0.4565,0.080272406
0.457,0.080998885
0.4575,0.086788847
0.458,0.089430369
0.4585,0.093883075
0.459,0.086828665
0.4595,0.078791559
0.46,0.061855041
0.4605,0.054097546
0.461,0.047299594
0.4615,0.052073368
0.462,0.044429171
0.4625,0.043225116
0.463,0.031862006
0.4635,0.034717722
0.464,0.027731592
0.4645,0.030016269
0.465,0.020196525
0.4655,0.022724862
0.466,0.017374701
0.4665,0.024457992
0.467,0.021209936
0.4675,0.038891244
0.468,0.038532515
0.4685,0.047034044
0.469,0.031219492
0.4695,0.026414615
0.47,0.002509986
0.4705,-0.000109129
0.471,-0.00850232
0.4715,0.004703134
0.472,-0.004385101
0.4725,-0.000541087
0.473,-0.014815968
0.4735,-0.012586815
0.474,-0.026623656
0.4745,-0.019094443
0.475,-0.026915779
0.4755,-0.017916057
0.476,-0.031702164
0.4765,-0.029468846
0.477,-0.046272422
0.4775,-0.045567096
0.478,-0.058400592
0.4785,-0.056031667
0.479,-0.067517406
0.4795,-0.054811737
0.48,-0.05457867
0.4805,-0.044236811
0.481,-0.051414248
0.4815,-0.04364212
0.482,-0.049181332
0.4825,-0.047706043
0.483,-0.062165779
0.4835,-0.063488911
0.484,-0.069034077
0.4845,-0.059070243
0.485,-0.058184159
0.4855,-0.047077053
0.486,-0.045460008
0.4865,-0.037787422
0.487,-0.040981261
0.4875,-0.0406694
0.488,-0.045402362
0.4885,-0.042123976
0.489,-0.041391621
0.4895,-0.036056514
0.49,-0.036307197
0.4905,-0.038966002
0.491,-0.043231592
0.4915,-0.042436755
0.492,-0.043236036
0.4925,-0.043541777
0.493,-0.036440866
0.4935,-0.030098639
0.494,-0.02594996
0.4945,-0.026495658
0.495,-0.024950966
0.4955,-0.022120316
0.496,-0.009717171
0.4965,0.000613025
0.497,0.013957903
0.4975,0.021402684
0.498,0.033394295
0.4985,0.034252709
0.499,0.036025512
0.4995,0.033496984
0.5,0.03736798
0.5005,0.035476184
0.501,0.040074689
0.5015,0.039018835
0.502,0.039692295
0.5025,0.033412464
0.503,0.035379412
0.5035,0.033749602
0.504,0.034894731
0.5045,0.027088982
0.505,0.024830405
0.5055,0.017578306
0.506,0.019580164
0.5065,0.025143009
0.507,0.037110214
0.5075,0.041009542
0.508,0.045719889
0.5085,0.045841226
0.509,0.050508026
0.5095,0.051495063
0.51,0.051973737
0.5105,0.049337092
0.511,0.057313409
0.5115,0.067189919
0.512,0.070192205
0.5125,0.059508423
0.513,0.042248771
0.5135,0.032703264
0.514,0.030378185
0.5145,0.029831519
0.515,0.019417014
0.5155,0.010426438
0.516,0.004650677
0.5165,0.012302959
0.517,0.019049655
0.5175,0.029993849
0.518,0.030049336
0.5185,0.030290581
0.519,0.018562798
0.5195,0.019945554
0.52,0.016465801
0.5205,0.024460132
0.521,0.02097656
0.5215,0.025645298
0.522,0.012934827
0.5225,0.00691366
0.523,-0.00968986
0.5235,-0.011477032
0.524,-0.023776658
0.5245,-0.0172383
0.525,-0.021450342
0.5255,-0.01066676
0.526,-0.020677553
0.5265,-0.018419843
0.527,-0.033247355
0.5275,-0.033502461
0.528,-0.048950752
0.5285,-0.046168844
0.529,-0.059573249
0.5295,-0.049828344
0.53,-0.053334784
0.5305,-0.038860425
0.531,-0.047167608
0.5315,-0.042205717
0.532,-0.059469591
0.5325,-0.058854479
0.533,-0.071709866
0.5335,-0.057383106
0.534,-0.059932471
0.5345,-0.044850732
0.535,-0.045106308
0.5355,-0.026289693
0.536,-0.028785832
0.5365,-0.017583376
0.537,-0.02695773
0.5375,-0.018907404
0.538,-0.022048495
0.5385,-0.005597634
0.539,-0.006397709
0.5395,0.001219243
0.54,-0.014598078
0.5405,-0.015523663
0.541,-0.025286164
0.5415,-0.013090161
0.542,-0.013131987
0.5425,-0.002027826
0.543,-0.00593487
0.5435,0.000958169
0.544,-0.001356918
0.5445,0.007566226
0.545,0.001203374
0.5455,0.006375408
0.546,0.001227231
0.5465,0.007575532
0.547,0.010722365
0.5475,0.026219137
0.548,0.033648083
0.5485,0.046306251
0.549,0.043912695
0.5495,0.04502897
0.55,0.043862334
0.5505,0.052796154
0.551,0.05512148
0.5515,0.064587723
0.552,0.068251403
0.5525,0.074558812
0.553,0.072895596
0.5535,0.075131902
0.554,0.071595433
0.5545,0.07122424
0.555,0.065147273
0.5555,0.061309381
0.556,0.056917642
0.5565,0.059508585
0.557,0.060781128
0.5575,0.063458692
0.558,0.059649266
0.5585,0.059378905
0.559,0.057904695
0.5595,0.055032133
0.56,0.050366538
0.5605,0.050739865
0.561,0.04748491
0.5615,0.046473397
0.562,0.041438558
0.5625,0.033278563
0.563,0.025309066
0.5635,0.021280995
0.564,0.017068697
0.5645,0.009920007
0.565,0.006936963
0.5655,0.01319586
0.566,0.017899757
0.5665,0.016765696
0.567,0.009671929
0.5675,0.00148443
0.568,-0.002470212
0.5685,-0.001656235
0.569,0.001532476
0.5695,0.002689984
0.57,0.002639794
0.5705,-0.003393736
0.571,-0.011807527
0.5715,-0.029216704
0.572,-0.04570957
0.5725,-0.058379037
0.573,-0.064452006
0.5735,-0.064725143
0.574,-0.053536808
0.5745,-0.046850002
0.575,-0.044677595
0.5755,-0.052725441
0.576,-0.062164031
0.5765,-0.072474389
0.577,-0.071763402
0.5775,-0.06992631
0.578,-0.058073066
0.5785,-0.045579577
0.579,-0.027488559
0.5795,-0.02491376
0.58,-0.032543689
0.5805,-0.056177739
0.581,-0.070716148
0.5815,-0.080652429
0.582,-0.07566171
0.5825,-0.077150281
0.583,-0.073204519
0.5835,-0.078025323
0.584,-0.071390632
0.5845,-0.068680962
0.585,-0.058045229
0.5855,-0.057900126
0.586,-0.051902314
0.5865,-0.052636798
0.587,-0.044996366
0.5875,-0.042107036
0.588,-0.031705488
0.5885,-0.030370114
0.589,-0.01920657
0.5895,-0.013524395
0.59,-0.003027844
0.5905,-0.001755129
0.591,0.006668644
0.5915,0.008126828
0.592,0.019103948
0.5925,0.018415889
0.593,0.016074802
0.5935,-0.00254773
0.594,-0.007633643
0.5945,-0.011779093
0.595,-0.007213361
0.5955,-0.010667283
0.596,-0.002572563
0.5965,0.005851647
0.597,0.018514607
0.5975,0.017222971
0.598,0.019282772
0.5985,0.019733495
0.599,0.029415094
0.5995,0.033065925
0.6,0.032581371
0.6005,0.027511267
0.601,0.037745045
0.6015,0.047268139
0.602,0.058052857
0.6025,0.061378788
0.603,0.064639031
0.6035,0.065044266
0.604,0.068734985
0.6045,0.067845444
0.605,0.068939542
0.6055,0.065911731
0.606,0.068098056
0.6065,0.065129924
0.607,0.057432492
0.6075,0.045221877
0.608,0.045091607
0.6085,0.04688252
0.609,0.045102033
0.6095,0.036295265
0.61,0.030598608
0.6105,0.024630787
0.611,0.025311282
0.6115,0.024368171
0.612,0.026969827
0.6125,0.025795842
0.613,0.025365236
0.6135,0.018846207
0.614,0.018610522
0.6145,0.020083191
0.615,0.021591537
0.6155,0.010615587
0.616,0.004424376
0.6165,0.00284666
0.617,0.013126274
0.6175,0.02248135
0.618,0.030899181
0.6185,0.026237719
0.619,0.023226782
0.6195,0.016988343
0.62,0.017749989
0.6205,0.010873386
0.621,0.006065945
0.6215,-0.005682737
0.622,-0.007544772
0.6225,-0.010727301
0.623,-0.009556532
0.6235,-0.018869191
0.624,-0.022946353
0.6245,-0.030828111
0.625,-0.028136888
0.6255,-0.034028148
0.626,-0.033363188
0.6265,-0.039252514
0.627,-0.042975373
0.6275,-0.054258365
0.628,-0.051920086
0.6285,-0.052513627
0.629,-0.045175256
0.6295,-0.044265717
0.63,-0.036826603
0.6305,-0.038496362
0.631,-0.038482464
0.6315,-0.044919389
0.632,-0.038971249
0.6325,-0.034174932
0.633,-0.02045394
0.6335,-0.018160748
0.634,-0.015682961
0.6345,-0.021536113
0.635,-0.016764456
0.6355,-0.014060592
0.636,-0.008925636
0.6365,-0.011651184
0.637,-0.011381542
